word,depth,g1,s11,s12,s13,s14,s15,g2,s21,s22,s23,s24,s25,g3,s31,s32,s33,s34,s35,g4,s41,s42,s43,s44,s45,g5,s51,s52,s53,s54,s55,g6,s61,s62,s63,s64,s65,g7,s71,s72,s73,s74,s75
SODOM,5,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,0.0,DONSY,1.0,2.0,0.0,1.0,0.0,SODIC,2.0,2.0,2.0,0.0,0.0,SODOM,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SOWFF,5,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,0.0,DONSY,0.0,2.0,0.0,1.0,0.0,SOUGH,2.0,2.0,0.0,0.0,0.0,SOWFF,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SOUGH,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,0.0,DONSY,0.0,2.0,0.0,1.0,0.0,SOUGH,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SHISO,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,0.0,DONSY,0.0,1.0,0.0,2.0,0.0,SHISO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SCUDO,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,0.0,DONSY,1.0,1.0,0.0,1.0,0.0,SCUDO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SYNOD,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,0.0,DONSY,1.0,1.0,2.0,1.0,1.0,SYNOD,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SONIC,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,0.0,DONSY,0.0,2.0,2.0,1.0,0.0,SONIC,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NOSED,4,LARKS,0,0,0,0,1,STOPE,1.0,0.0,1.0,0.0,1.0,DYNES,1.0,0.0,1.0,2.0,1.0,NOSED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MOSED,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,1.0,0.0,1.0,DYNES,1.0,0.0,0.0,2.0,1.0,CAMES,0.0,0.0,1.0,2.0,1.0,MOSED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
COSED,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,1.0,0.0,1.0,DYNES,1.0,0.0,0.0,2.0,1.0,CAMES,2.0,0.0,0.0,2.0,1.0,COSED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
HOSED,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,1.0,0.0,1.0,DYNES,1.0,0.0,0.0,2.0,1.0,CAMES,0.0,0.0,0.0,2.0,1.0,HOSED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
DOSEH,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,1.0,0.0,1.0,DYNES,2.0,0.0,0.0,2.0,1.0,DOSED,2.0,2.0,2.0,2.0,0.0,DOSEH,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
DOSED,4,LARKS,0,0,0,0,1,STOPE,1.0,0.0,1.0,0.0,1.0,DYNES,2.0,0.0,0.0,2.0,1.0,DOSED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
GESSO,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,1.0,0.0,1.0,DYNES,0.0,0.0,0.0,1.0,1.0,BESOM,0.0,2.0,2.0,1.0,0.0,GESSO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
BESOM,4,LARKS,0,0,0,0,1,STOPE,1.0,0.0,1.0,0.0,1.0,DYNES,0.0,0.0,0.0,1.0,1.0,BESOM,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
COSEC,4,LARKS,0,0,0,0,1,STOPE,1.0,0.0,1.0,0.0,1.0,DYNES,0.0,0.0,0.0,2.0,1.0,COSEC,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
HOSEN,4,LARKS,0,0,0,0,1,STOPE,1.0,0.0,1.0,0.0,1.0,DYNES,0.0,0.0,1.0,2.0,1.0,HOSEN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
OWSEN,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,1.0,0.0,1.0,DYNES,0.0,0.0,1.0,2.0,1.0,HOSEN,0.0,1.0,2.0,2.0,2.0,OWSEN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
MOSEY,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,1.0,0.0,1.0,DYNES,0.0,1.0,0.0,2.0,1.0,CAMES,0.0,0.0,1.0,2.0,1.0,MOSEY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
HOSEY,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,1.0,0.0,1.0,DYNES,0.0,1.0,0.0,2.0,1.0,CAMES,0.0,0.0,0.0,2.0,1.0,HOSEY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
COSEY,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,1.0,0.0,1.0,DYNES,0.0,1.0,0.0,2.0,1.0,CAMES,2.0,0.0,0.0,2.0,1.0,COSEY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
EOSIN,4,LARKS,0,0,0,0,1,STOPE,1.0,0.0,1.0,0.0,1.0,DYNES,0.0,0.0,1.0,1.0,1.0,EOSIN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MESON,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,1.0,0.0,1.0,DYNES,0.0,0.0,1.0,1.0,1.0,EOSIN,1.0,1.0,2.0,0.0,2.0,MESON,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
NOSEY,4,LARKS,0,0,0,0,1,STOPE,1.0,0.0,1.0,0.0,1.0,DYNES,0.0,1.0,1.0,2.0,1.0,NOSEY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MOSTE,4,LARKS,0,0,0,0,1,STOPE,1.0,1.0,1.0,0.0,2.0,CUITS,0.0,0.0,0.0,2.0,1.0,MOSTE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
COSTE,4,LARKS,0,0,0,0,1,STOPE,1.0,1.0,1.0,0.0,2.0,CUITS,2.0,0.0,0.0,2.0,1.0,COSTE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TOUSE,4,LARKS,0,0,0,0,1,STOPE,1.0,1.0,1.0,0.0,2.0,CUITS,0.0,1.0,0.0,1.0,1.0,TOUSE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TOISE,4,LARKS,0,0,0,0,1,STOPE,1.0,1.0,1.0,0.0,2.0,CUITS,0.0,0.0,2.0,1.0,1.0,TOISE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TOWSE,4,LARKS,0,0,0,0,1,STOPE,1.0,1.0,1.0,0.0,2.0,CUITS,0.0,0.0,0.0,1.0,1.0,TOWSE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SHOTE,4,LARKS,0,0,0,0,1,STOPE,2.0,1.0,2.0,0.0,2.0,MORES,0.0,1.0,0.0,1.0,1.0,SHOTE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SOOTE,4,LARKS,0,0,0,0,1,STOPE,2.0,1.0,2.0,0.0,2.0,MORES,0.0,2.0,0.0,1.0,1.0,SOOTE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SMOTE,4,LARKS,0,0,0,0,1,STOPE,2.0,1.0,2.0,0.0,2.0,MORES,1.0,1.0,0.0,1.0,1.0,SMOTE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
UPSEY,4,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,1.0,1.0,DARES,0.0,0.0,0.0,2.0,1.0,UPSEY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
PSEUD,4,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,1.0,1.0,DARES,1.0,0.0,0.0,1.0,1.0,PSEUD,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
PEPSI,4,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,1.0,1.0,DARES,0.0,0.0,0.0,1.0,1.0,PEPSI,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SNOOP,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,2.0,1.0,0.0,APRON,0.0,1.0,0.0,2.0,1.0,SNOOP,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SPOSH,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,2.0,1.0,0.0,APRON,0.0,2.0,0.0,1.0,0.0,SPOSH,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SCOWP,5,LARKS,0,0,0,0,1,STOPE,2.0,0.0,2.0,1.0,0.0,APRON,0.0,1.0,0.0,1.0,0.0,SCOUP,2.0,2.0,2.0,0.0,2.0,SCOWP,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SCOUP,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,2.0,1.0,0.0,APRON,0.0,1.0,0.0,1.0,0.0,SCOUP,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SPOON,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,2.0,1.0,0.0,APRON,0.0,2.0,0.0,2.0,2.0,SPOON,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SPOOF,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,2.0,1.0,0.0,APRON,0.0,2.0,0.0,2.0,0.0,SPOOF,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SPOOM,5,LARKS,0,0,0,0,1,STOPE,2.0,0.0,2.0,1.0,0.0,APRON,0.0,2.0,0.0,2.0,0.0,SPOOF,2.0,2.0,2.0,2.0,0.0,SPOOM,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SCOOP,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,2.0,1.0,0.0,APRON,0.0,1.0,0.0,2.0,0.0,SCOOP,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SWOOP,5,LARKS,0,0,0,0,1,STOPE,2.0,0.0,2.0,1.0,0.0,APRON,0.0,1.0,0.0,2.0,0.0,SCOOP,2.0,0.0,2.0,2.0,2.0,SWOOP,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
NICKS,3,LARKS,0,0,0,2,2,CUNEI,1.0,0.0,1.0,0.0,1.0,NICKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
CONKS,3,LARKS,0,0,0,2,2,CUNEI,2.0,0.0,2.0,0.0,0.0,CONKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
NECKS,3,LARKS,0,0,0,2,2,CUNEI,1.0,0.0,1.0,1.0,0.0,NECKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
NOCKS,3,LARKS,0,0,0,2,2,CUNEI,1.0,0.0,1.0,0.0,0.0,NOCKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
BUIKS,3,LARKS,0,0,0,2,2,CUNEI,0.0,2.0,0.0,0.0,1.0,BUIKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
NOOKS,3,LARKS,0,0,0,2,2,CUNEI,0.0,0.0,1.0,0.0,0.0,NOOKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
COCKS,4,LARKS,0,0,0,2,2,CUNEI,2.0,0.0,0.0,0.0,0.0,AWOLS,0.0,0.0,1.0,0.0,2.0,COCKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
COOKS,4,LARKS,0,0,0,2,2,CUNEI,2.0,0.0,0.0,0.0,0.0,AWOLS,0.0,0.0,2.0,0.0,2.0,COOKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
COWKS,4,LARKS,0,0,0,2,2,CUNEI,2.0,0.0,0.0,0.0,0.0,AWOLS,0.0,1.0,1.0,0.0,2.0,COWKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
CHIKS,3,LARKS,0,0,0,2,2,CUNEI,2.0,0.0,0.0,0.0,1.0,CHIKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
YEUKS,3,LARKS,0,0,0,2,2,CUNEI,0.0,1.0,0.0,1.0,0.0,YEUKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
CUSKS,3,LARKS,0,0,0,2,2,CUNEI,2.0,2.0,0.0,0.0,0.0,CUSKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
FENKS,3,LARKS,0,0,0,2,2,CUNEI,0.0,0.0,2.0,1.0,0.0,FENKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
PENKS,4,LARKS,0,0,0,2,2,CUNEI,0.0,0.0,2.0,1.0,0.0,FENKS,0.0,2.0,2.0,2.0,2.0,PENKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NEUKS,3,LARKS,0,0,0,2,2,CUNEI,0.0,1.0,1.0,1.0,0.0,NEUKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
SUNKS,4,LARKS,0,0,0,2,2,CUNEI,0.0,2.0,2.0,0.0,0.0,SABED,2.0,0.0,0.0,0.0,0.0,SUNKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
PUNKS,5,LARKS,0,0,0,2,2,CUNEI,0.0,2.0,2.0,0.0,0.0,SABED,1.0,0.0,0.0,0.0,0.0,PEGHS,2.0,0.0,0.0,0.0,2.0,PUNKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
HUNKS,5,LARKS,0,0,0,2,2,CUNEI,0.0,2.0,2.0,0.0,0.0,SABED,1.0,0.0,0.0,0.0,0.0,PEGHS,0.0,0.0,0.0,1.0,2.0,HUNKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
GUNKS,5,LARKS,0,0,0,2,2,CUNEI,0.0,2.0,2.0,0.0,0.0,SABED,1.0,0.0,0.0,0.0,0.0,PEGHS,0.0,0.0,1.0,0.0,2.0,GUNKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
JUNKS,6,LARKS,0,0,0,2,2,CUNEI,0.0,2.0,2.0,0.0,0.0,SABED,1.0,0.0,0.0,0.0,0.0,PEGHS,0.0,0.0,0.0,0.0,2.0,FUNKS,0.0,2.0,2.0,2.0,2.0,JUNKS,2.0,2.0,2.0,2.0,2.0,,,,,,
FUNKS,5,LARKS,0,0,0,2,2,CUNEI,0.0,2.0,2.0,0.0,0.0,SABED,1.0,0.0,0.0,0.0,0.0,PEGHS,0.0,0.0,0.0,0.0,2.0,FUNKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
BUNKS,4,LARKS,0,0,0,2,2,CUNEI,0.0,2.0,2.0,0.0,0.0,SABED,1.0,0.0,1.0,0.0,0.0,BUNKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
DUNKS,4,LARKS,0,0,0,2,2,CUNEI,0.0,2.0,2.0,0.0,0.0,SABED,1.0,0.0,0.0,0.0,1.0,DUNKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
HICKS,4,LARKS,0,0,0,2,2,CUNEI,1.0,0.0,0.0,0.0,1.0,SOWTH,1.0,0.0,0.0,0.0,1.0,HICKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
WICKS,4,LARKS,0,0,0,2,2,CUNEI,1.0,0.0,0.0,0.0,1.0,SOWTH,1.0,0.0,1.0,0.0,0.0,WICKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TICKS,4,LARKS,0,0,0,2,2,CUNEI,1.0,0.0,0.0,0.0,1.0,SOWTH,1.0,0.0,0.0,1.0,0.0,TICKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SICKS,4,LARKS,0,0,0,2,2,CUNEI,1.0,0.0,0.0,0.0,1.0,SOWTH,2.0,0.0,0.0,0.0,0.0,SICKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MICKS,5,LARKS,0,0,0,2,2,CUNEI,1.0,0.0,0.0,0.0,1.0,SOWTH,1.0,0.0,0.0,0.0,0.0,DAMPS,0.0,0.0,1.0,0.0,2.0,MICKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
PICKS,5,LARKS,0,0,0,2,2,CUNEI,1.0,0.0,0.0,0.0,1.0,SOWTH,1.0,0.0,0.0,0.0,0.0,DAMPS,0.0,0.0,0.0,1.0,2.0,PICKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
KICKS,5,LARKS,0,0,0,2,2,CUNEI,1.0,0.0,0.0,0.0,1.0,SOWTH,1.0,0.0,0.0,0.0,0.0,DAMPS,0.0,0.0,0.0,0.0,2.0,KICKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
DICKS,5,LARKS,0,0,0,2,2,CUNEI,1.0,0.0,0.0,0.0,1.0,SOWTH,1.0,0.0,0.0,0.0,0.0,DAMPS,2.0,0.0,0.0,0.0,2.0,DICKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
YONKS,4,LARKS,0,0,0,2,2,CUNEI,0.0,0.0,2.0,0.0,0.0,TYMPS,0.0,1.0,0.0,0.0,2.0,YONKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MONKS,4,LARKS,0,0,0,2,2,CUNEI,0.0,0.0,2.0,0.0,0.0,TYMPS,0.0,0.0,1.0,0.0,2.0,MONKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TONKS,4,LARKS,0,0,0,2,2,CUNEI,0.0,0.0,2.0,0.0,0.0,TYMPS,2.0,0.0,0.0,0.0,2.0,TONKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
PONKS,4,LARKS,0,0,0,2,2,CUNEI,0.0,0.0,2.0,0.0,0.0,TYMPS,0.0,0.0,0.0,1.0,2.0,PONKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
HONKS,5,LARKS,0,0,0,2,2,CUNEI,0.0,0.0,2.0,0.0,0.0,TYMPS,0.0,0.0,0.0,0.0,2.0,BAGHS,0.0,0.0,0.0,1.0,2.0,HONKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
GONKS,5,LARKS,0,0,0,2,2,CUNEI,0.0,0.0,2.0,0.0,0.0,TYMPS,0.0,0.0,0.0,0.0,2.0,BAGHS,0.0,0.0,1.0,0.0,2.0,GONKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
BONKS,5,LARKS,0,0,0,2,2,CUNEI,0.0,0.0,2.0,0.0,0.0,TYMPS,0.0,0.0,0.0,0.0,2.0,BAGHS,2.0,0.0,0.0,0.0,2.0,BONKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
ZONKS,6,LARKS,0,0,0,2,2,CUNEI,0.0,0.0,2.0,0.0,0.0,TYMPS,0.0,0.0,0.0,0.0,2.0,BAGHS,0.0,0.0,0.0,0.0,2.0,WIZES,0.0,0.0,1.0,0.0,2.0,ZONKS,2.0,2.0,2.0,2.0,2.0,,,,,,
WONKS,6,LARKS,0,0,0,2,2,CUNEI,0.0,0.0,2.0,0.0,0.0,TYMPS,0.0,0.0,0.0,0.0,2.0,BAGHS,0.0,0.0,0.0,0.0,2.0,WIZES,2.0,0.0,0.0,0.0,2.0,WONKS,2.0,2.0,2.0,2.0,2.0,,,,,,
KONKS,6,LARKS,0,0,0,2,2,CUNEI,0.0,0.0,2.0,0.0,0.0,TYMPS,0.0,0.0,0.0,0.0,2.0,BAGHS,0.0,0.0,0.0,0.0,2.0,WIZES,0.0,0.0,0.0,0.0,2.0,KONKS,2.0,2.0,2.0,2.0,2.0,,,,,,
PECKS,4,LARKS,0,0,0,2,2,CUNEI,1.0,0.0,0.0,1.0,0.0,BUMPH,0.0,0.0,0.0,1.0,0.0,PECKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MECKS,4,LARKS,0,0,0,2,2,CUNEI,1.0,0.0,0.0,1.0,0.0,BUMPH,0.0,0.0,1.0,0.0,0.0,MECKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
KECKS,5,LARKS,0,0,0,2,2,CUNEI,1.0,0.0,0.0,1.0,0.0,BUMPH,0.0,0.0,0.0,0.0,0.0,FADGE,0.0,0.0,0.0,0.0,1.0,KECKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
DECKS,5,LARKS,0,0,0,2,2,CUNEI,1.0,0.0,0.0,1.0,0.0,BUMPH,0.0,0.0,0.0,0.0,0.0,FADGE,0.0,0.0,1.0,0.0,1.0,DECKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
GECKS,5,LARKS,0,0,0,2,2,CUNEI,1.0,0.0,0.0,1.0,0.0,BUMPH,0.0,0.0,0.0,0.0,0.0,FADGE,0.0,0.0,0.0,1.0,1.0,GECKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
FECKS,5,LARKS,0,0,0,2,2,CUNEI,1.0,0.0,0.0,1.0,0.0,BUMPH,0.0,0.0,0.0,0.0,0.0,FADGE,2.0,0.0,0.0,0.0,1.0,FECKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
BECKS,4,LARKS,0,0,0,2,2,CUNEI,1.0,0.0,0.0,1.0,0.0,BUMPH,2.0,0.0,0.0,0.0,0.0,BECKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
HECKS,4,LARKS,0,0,0,2,2,CUNEI,1.0,0.0,0.0,1.0,0.0,BUMPH,0.0,0.0,0.0,0.0,1.0,HECKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
YUCKS,4,LARKS,0,0,0,2,2,CUNEI,1.0,2.0,0.0,0.0,0.0,STYED,1.0,0.0,1.0,0.0,0.0,YUCKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SUCKS,4,LARKS,0,0,0,2,2,CUNEI,1.0,2.0,0.0,0.0,0.0,STYED,2.0,0.0,0.0,0.0,0.0,SUCKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
DUCKS,4,LARKS,0,0,0,2,2,CUNEI,1.0,2.0,0.0,0.0,0.0,STYED,1.0,0.0,0.0,0.0,1.0,DUCKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TUCKS,4,LARKS,0,0,0,2,2,CUNEI,1.0,2.0,0.0,0.0,0.0,STYED,1.0,1.0,0.0,0.0,0.0,TUCKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MUCKS,5,LARKS,0,0,0,2,2,CUNEI,1.0,2.0,0.0,0.0,0.0,STYED,1.0,0.0,0.0,0.0,0.0,BUMPH,0.0,2.0,1.0,0.0,0.0,MUCKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
BUCKS,5,LARKS,0,0,0,2,2,CUNEI,1.0,2.0,0.0,0.0,0.0,STYED,1.0,0.0,0.0,0.0,0.0,BUMPH,2.0,2.0,0.0,0.0,0.0,BUCKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
HUCKS,5,LARKS,0,0,0,2,2,CUNEI,1.0,2.0,0.0,0.0,0.0,STYED,1.0,0.0,0.0,0.0,0.0,BUMPH,0.0,2.0,0.0,0.0,1.0,HUCKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
GUCKS,6,LARKS,0,0,0,2,2,CUNEI,1.0,2.0,0.0,0.0,0.0,STYED,1.0,0.0,0.0,0.0,0.0,BUMPH,0.0,2.0,0.0,0.0,0.0,FUCKS,0.0,2.0,2.0,2.0,2.0,GUCKS,2.0,2.0,2.0,2.0,2.0,,,,,,
FUCKS,5,LARKS,0,0,0,2,2,CUNEI,1.0,2.0,0.0,0.0,0.0,STYED,1.0,0.0,0.0,0.0,0.0,BUMPH,0.0,2.0,0.0,0.0,0.0,FUCKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
PUCKS,5,LARKS,0,0,0,2,2,CUNEI,1.0,2.0,0.0,0.0,0.0,STYED,1.0,0.0,0.0,0.0,0.0,BUMPH,0.0,2.0,0.0,1.0,0.0,PUCKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
PINKS,4,LARKS,0,0,0,2,2,CUNEI,0.0,0.0,2.0,0.0,1.0,STOMP,1.0,0.0,0.0,0.0,1.0,PINKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SINKS,4,LARKS,0,0,0,2,2,CUNEI,0.0,0.0,2.0,0.0,1.0,STOMP,2.0,0.0,0.0,0.0,0.0,SINKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TINKS,4,LARKS,0,0,0,2,2,CUNEI,0.0,0.0,2.0,0.0,1.0,STOMP,1.0,1.0,0.0,0.0,0.0,TINKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MINKS,4,LARKS,0,0,0,2,2,CUNEI,0.0,0.0,2.0,0.0,1.0,STOMP,1.0,0.0,0.0,1.0,0.0,MINKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
KINKS,5,LARKS,0,0,0,2,2,CUNEI,0.0,0.0,2.0,0.0,1.0,STOMP,1.0,0.0,0.0,0.0,0.0,KAWED,2.0,0.0,0.0,0.0,0.0,KINKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
WINKS,5,LARKS,0,0,0,2,2,CUNEI,0.0,0.0,2.0,0.0,1.0,STOMP,1.0,0.0,0.0,0.0,0.0,KAWED,1.0,0.0,1.0,0.0,0.0,WINKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
DINKS,5,LARKS,0,0,0,2,2,CUNEI,0.0,0.0,2.0,0.0,1.0,STOMP,1.0,0.0,0.0,0.0,0.0,KAWED,1.0,0.0,0.0,0.0,1.0,DINKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
BINKS,6,LARKS,0,0,0,2,2,CUNEI,0.0,0.0,2.0,0.0,1.0,STOMP,1.0,0.0,0.0,0.0,0.0,KAWED,1.0,0.0,0.0,0.0,0.0,BEFOG,2.0,0.0,0.0,0.0,0.0,BINKS,2.0,2.0,2.0,2.0,2.0,,,,,,
GINKS,6,LARKS,0,0,0,2,2,CUNEI,0.0,0.0,2.0,0.0,1.0,STOMP,1.0,0.0,0.0,0.0,0.0,KAWED,1.0,0.0,0.0,0.0,0.0,BEFOG,0.0,0.0,0.0,0.0,1.0,GINKS,2.0,2.0,2.0,2.0,2.0,,,,,,
