word,depth,g1,s11,s12,s13,s14,s15,g2,s21,s22,s23,s24,s25,g3,s31,s32,s33,s34,s35,g4,s41,s42,s43,s44,s45,g5,s51,s52,s53,s54,s55,g6,s61,s62,s63,s64,s65,g7,s71,s72,s73,s74,s75
FOYNE,3,LARKS,0,0,0,0,0,TONEY,0.0,2.0,1.0,1.0,1.0,FOYNE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
QUINT,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,1.0,0.0,0.0,CUTIS,0.0,2.0,1.0,1.0,0.0,QUINT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
INWIT,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,1.0,0.0,0.0,CUTIS,0.0,0.0,1.0,2.0,0.0,INWIT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
CUTIN,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,1.0,0.0,0.0,CUTIS,2.0,2.0,2.0,2.0,0.0,CUTIN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
UNCUT,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,1.0,0.0,0.0,CUTIS,1.0,1.0,1.0,0.0,0.0,UNCUT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
INPUT,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,1.0,0.0,0.0,CUTIS,0.0,1.0,1.0,1.0,0.0,INPUT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
INCUT,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,1.0,0.0,0.0,CUTIS,1.0,1.0,1.0,1.0,0.0,INCUT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NICHT,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,1.0,0.0,0.0,CUTIS,1.0,0.0,1.0,1.0,0.0,NICHT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NITID,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,1.0,0.0,0.0,CUTIS,0.0,0.0,2.0,2.0,0.0,NITID,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
UNWIT,5,LARKS,0,0,0,0,0,TONEY,1.0,0.0,1.0,0.0,0.0,CUTIS,0.0,1.0,1.0,2.0,0.0,UNFIT,2.0,2.0,0.0,2.0,2.0,UNWIT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
UNFIT,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,1.0,0.0,0.0,CUTIS,0.0,1.0,1.0,2.0,0.0,UNFIT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
UNTIN,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,1.0,0.0,0.0,CUTIS,0.0,1.0,2.0,2.0,0.0,UNTIN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NIGHT,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,1.0,0.0,0.0,CUTIS,0.0,0.0,1.0,1.0,0.0,NIGHT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
CUTEY,3,LARKS,0,0,0,0,0,TONEY,1.0,0.0,0.0,2.0,2.0,CUTEY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
DOUBT,4,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,0.0,0.0,HUTIA,0.0,1.0,1.0,0.0,0.0,DOUBT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
POUPT,5,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,0.0,0.0,HUTIA,0.0,1.0,1.0,0.0,0.0,DOUBT,0.0,2.0,2.0,0.0,2.0,POUPT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
BOTCH,5,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,0.0,0.0,HUTIA,1.0,0.0,2.0,0.0,0.0,PAGES,0.0,0.0,0.0,0.0,0.0,BOTCH,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
POTCH,5,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,0.0,0.0,HUTIA,1.0,0.0,2.0,0.0,0.0,PAGES,2.0,0.0,0.0,0.0,0.0,POTCH,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
GOTCH,5,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,0.0,0.0,HUTIA,1.0,0.0,2.0,0.0,0.0,PAGES,0.0,0.0,1.0,0.0,0.0,GOTCH,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
HOTCH,4,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,0.0,0.0,HUTIA,2.0,0.0,2.0,0.0,0.0,HOTCH,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
COMPT,5,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,0.0,0.0,HUTIA,0.0,0.0,1.0,0.0,0.0,CAMES,2.0,0.0,2.0,0.0,0.0,COMPT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
COOPT,5,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,0.0,0.0,HUTIA,0.0,0.0,1.0,0.0,0.0,CAMES,2.0,0.0,0.0,0.0,0.0,COOPT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
WOOTZ,5,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,0.0,0.0,HUTIA,0.0,0.0,1.0,0.0,0.0,CAMES,0.0,0.0,0.0,0.0,0.0,WOOTZ,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
OOTID,5,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,0.0,0.0,HUTIA,0.0,0.0,2.0,2.0,0.0,MOTIF,0.0,2.0,2.0,2.0,0.0,OOTID,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
MOTIF,4,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,0.0,0.0,HUTIA,0.0,0.0,2.0,2.0,0.0,MOTIF,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MOTTO,5,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,0.0,0.0,HUTIA,0.0,0.0,2.0,0.0,0.0,PEATS,0.0,0.0,0.0,2.0,0.0,MOTTO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
POTOO,5,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,0.0,0.0,HUTIA,0.0,0.0,2.0,0.0,0.0,PEATS,2.0,0.0,0.0,1.0,0.0,POTOO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
POTTO,5,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,0.0,0.0,HUTIA,0.0,0.0,2.0,0.0,0.0,PEATS,2.0,0.0,0.0,2.0,0.0,POTTO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
BOOTH,5,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,0.0,0.0,HUTIA,1.0,0.0,1.0,0.0,0.0,BEATS,2.0,0.0,0.0,2.0,0.0,BOOTH,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
DOCHT,5,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,0.0,0.0,HUTIA,1.0,0.0,1.0,0.0,0.0,BEATS,0.0,0.0,0.0,1.0,0.0,DOCHT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
FOWTH,5,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,0.0,0.0,HUTIA,1.0,0.0,1.0,0.0,0.0,BEATS,0.0,0.0,0.0,2.0,0.0,FOWTH,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
COUTH,5,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,0.0,0.0,HUTIA,1.0,1.0,1.0,0.0,0.0,CAMES,2.0,0.0,0.0,0.0,0.0,COUTH,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
FOUTH,5,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,0.0,0.0,HUTIA,1.0,1.0,1.0,0.0,0.0,CAMES,0.0,0.0,0.0,0.0,0.0,FOUTH,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
MOUTH,5,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,0.0,0.0,HUTIA,1.0,1.0,1.0,0.0,0.0,CAMES,0.0,0.0,1.0,0.0,0.0,MOUTH,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
OOBIT,4,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,0.0,0.0,HUTIA,0.0,0.0,1.0,2.0,0.0,OOBIT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
VOMIT,5,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,0.0,0.0,HUTIA,0.0,0.0,1.0,2.0,0.0,OOBIT,0.0,2.0,0.0,2.0,2.0,VOMIT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
FETED,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,0.0,2.0,0.0,BUDIS,0.0,0.0,1.0,0.0,0.0,FETED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
METED,5,LARKS,0,0,0,0,0,TONEY,1.0,0.0,0.0,2.0,0.0,BUDIS,0.0,0.0,1.0,0.0,0.0,FETED,0.0,2.0,2.0,2.0,2.0,METED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
BETED,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,0.0,2.0,0.0,BUDIS,2.0,0.0,1.0,0.0,0.0,BETED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
EBBET,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,0.0,2.0,0.0,BUDIS,1.0,0.0,0.0,0.0,0.0,EBBET,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
UPJET,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,0.0,2.0,0.0,BUDIS,0.0,1.0,0.0,0.0,0.0,UPJET,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
QUIET,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,0.0,2.0,0.0,BUDIS,0.0,2.0,0.0,1.0,0.0,QUIET,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MUTED,5,LARKS,0,0,0,0,0,TONEY,1.0,0.0,0.0,2.0,0.0,BUDIS,0.0,2.0,1.0,0.0,0.0,DUVET,1.0,2.0,0.0,2.0,1.0,MUTED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
DUVET,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,0.0,2.0,0.0,BUDIS,0.0,2.0,1.0,0.0,0.0,DUVET,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
PIPET,5,LARKS,0,0,0,0,0,TONEY,1.0,0.0,0.0,2.0,0.0,BUDIS,0.0,0.0,0.0,1.0,0.0,CATES,0.0,0.0,1.0,2.0,0.0,PIPET,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
CIVET,5,LARKS,0,0,0,0,0,TONEY,1.0,0.0,0.0,2.0,0.0,BUDIS,0.0,0.0,0.0,1.0,0.0,CATES,2.0,0.0,1.0,2.0,0.0,CIVET,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
VITEX,5,LARKS,0,0,0,0,0,TONEY,1.0,0.0,0.0,2.0,0.0,BUDIS,0.0,0.0,0.0,1.0,0.0,CATES,0.0,0.0,2.0,2.0,0.0,VITEX,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
ETWEE,5,LARKS,0,0,0,0,0,TONEY,1.0,0.0,0.0,2.0,0.0,BUDIS,0.0,0.0,0.0,0.0,0.0,EMMET,2.0,0.0,0.0,2.0,1.0,ETWEE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
EMMET,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,0.0,2.0,0.0,BUDIS,0.0,0.0,0.0,0.0,0.0,EMMET,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
BEGET,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,0.0,2.0,0.0,BUDIS,2.0,0.0,0.0,0.0,0.0,BEGET,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
BEWET,5,LARKS,0,0,0,0,0,TONEY,1.0,0.0,0.0,2.0,0.0,BUDIS,2.0,0.0,0.0,0.0,0.0,BEGET,2.0,2.0,0.0,2.0,2.0,BEWET,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
BIDET,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,0.0,2.0,0.0,BUDIS,2.0,0.0,2.0,1.0,0.0,BIDET,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
FUMET,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,0.0,2.0,0.0,BUDIS,0.0,2.0,0.0,0.0,0.0,FUMET,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ZIBET,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,0.0,2.0,0.0,BUDIS,1.0,0.0,0.0,1.0,0.0,ZIBET,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
CITED,5,LARKS,0,0,0,0,0,TONEY,1.0,0.0,0.0,2.0,0.0,BUDIS,0.0,0.0,1.0,1.0,0.0,DACES,1.0,0.0,1.0,2.0,0.0,CITED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
DITED,5,LARKS,0,0,0,0,0,TONEY,1.0,0.0,0.0,2.0,0.0,BUDIS,0.0,0.0,1.0,1.0,0.0,DACES,2.0,0.0,0.0,2.0,0.0,DITED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
WITED,5,LARKS,0,0,0,0,0,TONEY,1.0,0.0,0.0,2.0,0.0,BUDIS,0.0,0.0,1.0,1.0,0.0,DACES,1.0,0.0,0.0,2.0,0.0,WITED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
TOTTY,4,LARKS,0,0,0,0,0,TONEY,2.0,2.0,0.0,0.0,2.0,MUTED,0.0,0.0,2.0,0.0,0.0,TOTTY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TOUZY,4,LARKS,0,0,0,0,0,TONEY,2.0,2.0,0.0,0.0,2.0,MUTED,0.0,1.0,1.0,0.0,0.0,TOUZY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TOWZY,5,LARKS,0,0,0,0,0,TONEY,2.0,2.0,0.0,0.0,2.0,MUTED,0.0,0.0,1.0,0.0,0.0,WIPES,1.0,0.0,0.0,0.0,0.0,TOWZY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
TOFFY,5,LARKS,0,0,0,0,0,TONEY,2.0,2.0,0.0,0.0,2.0,MUTED,0.0,0.0,1.0,0.0,0.0,WIPES,0.0,0.0,0.0,0.0,0.0,TOFFY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
TOPPY,5,LARKS,0,0,0,0,0,TONEY,2.0,2.0,0.0,0.0,2.0,MUTED,0.0,0.0,1.0,0.0,0.0,WIPES,0.0,0.0,2.0,0.0,0.0,TOPPY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
TOMMY,4,LARKS,0,0,0,0,0,TONEY,2.0,2.0,0.0,0.0,2.0,MUTED,1.0,0.0,1.0,0.0,0.0,TOMMY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TODDY,4,LARKS,0,0,0,0,0,TONEY,2.0,2.0,0.0,0.0,2.0,MUTED,0.0,0.0,1.0,0.0,1.0,TODDY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NUDDY,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,0.0,2.0,BUMPH,0.0,2.0,0.0,0.0,0.0,NUDDY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NIPPY,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,0.0,2.0,BUMPH,0.0,0.0,0.0,2.0,0.0,NIPPY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NUBBY,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,0.0,2.0,BUMPH,1.0,2.0,0.0,0.0,0.0,NUBBY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
UNIFY,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,0.0,2.0,BUMPH,0.0,1.0,0.0,0.0,0.0,UNIFY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NUMMY,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,0.0,2.0,BUMPH,0.0,2.0,2.0,0.0,0.0,NUMMY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NIFFY,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,0.0,2.0,BUMPH,0.0,0.0,0.0,0.0,0.0,NIFFY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
WHINY,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,0.0,2.0,BUMPH,0.0,0.0,0.0,0.0,1.0,WHINY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
POYNT,3,LARKS,0,0,0,0,0,TONEY,1.0,2.0,1.0,0.0,1.0,POYNT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
CHINO,4,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,0.0,0.0,COIGN,2.0,1.0,2.0,0.0,1.0,CHINO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
UNWON,5,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,0.0,0.0,COIGN,0.0,1.0,0.0,0.0,2.0,JUPON,0.0,1.0,0.0,2.0,2.0,UNWON,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
JUPON,4,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,0.0,0.0,COIGN,0.0,1.0,0.0,0.0,2.0,JUPON,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
UNBOX,5,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,0.0,0.0,COIGN,0.0,1.0,0.0,0.0,1.0,PHONO,0.0,0.0,1.0,1.0,0.0,UNBOX,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
PHONO,4,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,0.0,0.0,COIGN,0.0,1.0,0.0,0.0,1.0,PHONO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
UNGOD,4,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,0.0,0.0,COIGN,0.0,1.0,0.0,1.0,1.0,UNGOD,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
OGGIN,5,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,0.0,0.0,COIGN,0.0,1.0,1.0,1.0,2.0,GIPON,1.0,1.0,0.0,1.0,2.0,OGGIN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
GIPON,4,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,0.0,0.0,COIGN,0.0,1.0,1.0,1.0,2.0,GIPON,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
UNION,5,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,0.0,0.0,COIGN,0.0,1.0,2.0,0.0,2.0,OUENS,1.0,1.0,0.0,1.0,0.0,UNION,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
ONION,5,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,0.0,0.0,COIGN,0.0,1.0,2.0,0.0,2.0,OUENS,2.0,0.0,0.0,1.0,0.0,ONION,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
INION,5,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,0.0,0.0,COIGN,0.0,1.0,2.0,0.0,2.0,OUENS,1.0,0.0,0.0,1.0,0.0,INION,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
CHOON,4,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,0.0,0.0,COIGN,2.0,1.0,0.0,0.0,2.0,CHOON,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
IPPON,5,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,0.0,0.0,COIGN,0.0,1.0,1.0,0.0,2.0,DARIS,0.0,0.0,0.0,1.0,0.0,IPPON,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
BIDON,5,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,0.0,0.0,COIGN,0.0,1.0,1.0,0.0,2.0,DARIS,1.0,0.0,0.0,1.0,0.0,BIDON,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
QUOIN,5,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,0.0,0.0,COIGN,0.0,1.0,1.0,0.0,2.0,DARIS,0.0,0.0,0.0,2.0,0.0,QUOIN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
INCOG,4,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,0.0,0.0,COIGN,1.0,1.0,1.0,1.0,1.0,INCOG,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
OWING,5,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,0.0,0.0,COIGN,0.0,1.0,2.0,1.0,1.0,HOPES,0.0,1.0,0.0,0.0,0.0,OWING,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
OHING,5,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,0.0,0.0,COIGN,0.0,1.0,2.0,1.0,1.0,HOPES,1.0,1.0,0.0,0.0,0.0,OHING,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
OPING,5,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,0.0,0.0,COIGN,0.0,1.0,2.0,1.0,1.0,HOPES,0.0,1.0,1.0,0.0,0.0,OPING,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
ONIUM,5,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,0.0,0.0,COIGN,0.0,1.0,2.0,0.0,1.0,AURES,0.0,1.0,0.0,0.0,0.0,ONIUM,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
QUINO,5,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,0.0,0.0,COIGN,0.0,1.0,2.0,0.0,1.0,AURES,0.0,2.0,0.0,0.0,0.0,QUINO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
IMINO,5,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,0.0,0.0,COIGN,0.0,1.0,2.0,0.0,1.0,AURES,0.0,0.0,0.0,0.0,0.0,IMINO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
INDOW,5,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,0.0,0.0,COIGN,0.0,1.0,1.0,0.0,1.0,INBOX,2.0,2.0,0.0,2.0,0.0,INDOW,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
INBOX,4,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,0.0,0.0,COIGN,0.0,1.0,1.0,0.0,1.0,INBOX,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
DEBYE,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,0.0,1.0,1.0,HEBES,0.0,2.0,2.0,1.0,0.0,DEBYE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
UPBYE,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,0.0,1.0,1.0,HEBES,0.0,1.0,2.0,0.0,0.0,UPBYE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
HYGGE,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,0.0,1.0,1.0,HEBES,2.0,1.0,0.0,0.0,0.0,HYGGE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
YECCH,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,0.0,1.0,1.0,HEBES,1.0,2.0,0.0,0.0,0.0,YECCH,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
BEDYE,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,0.0,1.0,1.0,HEBES,0.0,2.0,1.0,1.0,0.0,BEDYE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
EMYDE,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,0.0,1.0,1.0,HEBES,0.0,1.0,0.0,1.0,0.0,EMYDE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
CHYME,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,0.0,1.0,1.0,HEBES,1.0,1.0,0.0,0.0,0.0,CHYME,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
PYXIE,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,0.0,1.0,1.0,HEBES,0.0,1.0,0.0,0.0,0.0,PYXIE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
GYVED,5,LARKS,0,0,0,0,0,TONEY,0.0,0.0,0.0,2.0,1.0,GRYPE,2.0,0.0,1.0,0.0,1.0,GYBED,2.0,2.0,0.0,2.0,2.0,GYVED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
GYBED,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,0.0,2.0,1.0,GRYPE,2.0,0.0,1.0,0.0,1.0,GYBED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
GUYED,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,0.0,2.0,1.0,GRYPE,2.0,0.0,2.0,0.0,1.0,GUYED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
YEXED,5,LARKS,0,0,0,0,0,TONEY,0.0,0.0,0.0,2.0,1.0,GRYPE,0.0,0.0,1.0,0.0,1.0,BYDED,0.0,1.0,0.0,2.0,2.0,YEXED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
BYDED,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,0.0,2.0,1.0,GRYPE,0.0,0.0,1.0,0.0,1.0,BYDED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
HYPED,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,0.0,2.0,1.0,GRYPE,0.0,0.0,1.0,1.0,1.0,HYPED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
PYXED,5,LARKS,0,0,0,0,0,TONEY,0.0,0.0,0.0,2.0,1.0,GRYPE,0.0,0.0,1.0,1.0,1.0,HYPED,0.0,2.0,1.0,2.0,2.0,PYXED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
